date,home_team,away_team,home_key,away_key,tournament,home_goals,away_goals,home_elo,away_elo,rating_diff,rating_sum,eafc_strength_diff,eafc_top_23_diff,eafc_attack_diff,eafc_midfield_diff,eafc_defense_diff,eafc_gk_diff,eafc_reliability_diff,home_recent_gf,away_recent_gf,home_recent_ga,away_recent_ga,home_recent_win_rate,away_recent_win_rate,home_advantage,neutral,importance,sample_weight
2014-09-05,Saint Lucia,Guyana,saint lucia,guyana,CFU Caribbean Cup qualification,2,0,1297.4355178623055,1466.147644717872,-168.71212685556657,2763.5831625801775,212.8601565177362,5.132850241545896,5.0,6.25,4.791666666666657,4.9090909090909065,0.43478260869565216,0.9,1.0,1.3,2.8,0.45,0.3,0,1,3.0,0.21860420376375375
2014-09-05,Saint Kitts and Nevis,Dominica,saint kitts and nevis,dominica,CFU Caribbean Cup qualification,5,0,1410.0299440951487,1257.858306467053,152.17163762809582,2667.8882505622014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.1,2.0,0.55,0.25,1,0,3.0,0.21860420376375375
2014-09-05,Puerto Rico,French Guiana,puerto rico,french guiana,CFU Caribbean Cup qualification,1,2,1319.1924604336425,1455.8625266382746,-136.67006620463212,2775.054987071917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.9,1.8,1.1,0.4,0.4,1,0,3.0,0.21860420376375375
2014-09-05,Senegal,Egypt,senegal,egypt,African Cup of Nations qualification,2,0,1656.6824539195682,1749.5292334682788,-92.84677954871063,3406.2116873878467,201.34066569442325,4.85507246376811,4.5,-12.125,5.25,3.3333333333333286,0.6086956521739131,1.4,2.0,1.1,1.1,0.6,0.85,1,0,3.0,0.21860420376375375
2014-09-05,Kazakhstan,Kyrgyzstan,kazakhstan,kyrgyzstan,Friendly,7,1,1396.510689227756,1302.39289033424,94.11779889351601,2698.903579561996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.7,1.7,0.4,0.25,1,0,1.0,0.1265603284948048
2014-09-05,Brazil,Colombia,brazil,colombia,Friendly,1,0,1972.7574681685628,1909.994406396868,62.763061771694765,3882.7518745654306,247.0179510459941,5.956521739130437,4.5,5.5,6.375,10.666666666666671,0.0,2.1,2.0,1.4,0.7,0.7,0.75,0,1,1.0,0.1265603284948048
2014-09-05,Japan,Uruguay,japan,uruguay,Kirin Challenge Cup,0,2,1780.3780150942855,1859.0871342142602,-78.70911911997473,3639.4651493085457,-72.12202950248002,-1.7391304347826093,-3.1666666666666714,-0.875,-3.25,-4.0,0.0,1.9,1.6,1.7,0.9,0.6,0.7,1,0,2.0,0.1725822661292793
2014-09-05,Guinea,Togo,guinea,togo,African Cup of Nations qualification,2,1,1633.0640680813842,1498.8082993982478,134.25576868313647,3131.872367479632,120.57901807445865,2.907608695652172,1.0,8.75,-2.4285714285714306,-4.875,0.30434782608695654,1.6,1.0,1.4,1.6,0.6,0.35,0,1,3.0,0.21860420376375375
2014-09-05,Curaçao,Grenada,curacao,grenada,CFU Caribbean Cup qualification,2,1,1292.5567395367925,1363.2217930216682,-70.66505348487567,2655.778532558461,30.11524029523207,0.7261904761904745,-6.857142857142854,1.0,1.8333333333333357,0.7261904761904745,0.21739130434782605,1.9,1.5,2.6,1.9,0.25,0.35,0,1,3.0,0.21860420376375375
2014-09-05,South Korea,Venezuela,korea republic,venezuela,Friendly,3,1,1687.5668367448031,1687.1562285403863,0.41060820441680335,3374.7230652851895,119.00134867909242,2.8695652173913118,4.5,2.0,2.5,2.666666666666657,0.0,0.7,1.1,1.9,1.7,0.25,0.45,1,0,1.0,0.1265603284948048
2014-09-06,Palestine,Taiwan,palestine,taiwan,Philippine Peace Cup,7,3,1491.6633653319955,1199.8142111375187,291.8491541944768,2691.477576469514,-19.332710686081327,-0.46618357487922424,0.0,-1.5,-0.6249999999999858,-0.2424242424242351,-0.5652173913043478,1.5,0.9,0.4,2.9,0.85,0.25,0,1,2.0,0.1726413392986938
2014-09-06,Zambia,Mozambique,zambia,mozambique,African Cup of Nations qualification,0,0,1604.5939501840996,1496.2326009939588,108.3613491901408,3100.8265511780583,-212.53460569012077,-5.125,1.75,-11.666666666666671,-5.0,-5.125,0.17391304347826086,2.0,1.4,1.5,0.6,0.6,0.7,1,0,3.0,0.21867902977834547
2014-09-06,Vietnam,Hong Kong,vietnam,hong kong,Friendly,3,1,1426.9247925210104,1361.3611225885293,65.56366993248116,2788.28591510954,384.6651339397156,9.275707384403042,14.0,10.142857142857146,7.49166666666666,9.051948051948052,0.3913043478260869,1.4,0.3,2.0,1.8,0.3,0.3,1,0,1.0,0.12660364881904212
2014-09-06,Tunisia,Botswana,tunisia,botswana,African Cup of Nations qualification,2,1,1668.328641975545,1506.6196087653175,161.70903321022752,3174.9482507408625,26.945591578009726,0.6497584541062764,-5.600000000000001,1.875,0.08333333333334281,0.8735177865612656,0.30434782608695654,1.4,1.2,1.0,0.5,0.6,0.75,1,0,3.0,0.21867902977834547
2014-09-06,Singapore,Papua New Guinea,singapore,papua new guinea,Friendly,2,1,1403.9937517696123,1498.3861015000534,-94.39234973044108,2902.3798532696655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.9,2.2,1.1,0.4,0.5,1,0,1.0,0.12660364881904212
2014-09-06,Philippines,Myanmar,philippines,myanmar,Philippine Peace Cup,2,3,1395.890701317821,1314.9960971755154,80.89460414230552,2710.8867984933363,-57.34703040301383,-1.3828502415458956,-6.0,-0.6666666666666714,-1.5416666666666572,-1.1590909090909065,-0.5217391304347826,1.3,1.3,0.6,1.5,0.6,0.45,1,0,2.0,0.1726413392986938
2014-09-06,Nigeria,Congo,nigeria,congo,African Cup of Nations qualification,2,3,1742.096839685397,1498.3811565838544,243.7156831015427,3240.4779962692514,531.0585439032609,12.805797101449272,16.933333333333323,9.25,12.083333333333336,2.566666666666663,0.34782608695652173,1.2,0.9,1.2,1.0,0.5,0.45,1,0,3.0,0.21867902977834547
2014-09-06,Ethiopia,Algeria,ethiopia,algeria,African Cup of Nations qualification,1,2,1482.8756770714,1675.8295160318646,-192.9538389604645,3158.7051931032647,-302.8123544249959,-7.30193236714976,-7.666666666666671,-8.0,-3.833333333333343,-7.525691699604749,-0.30434782608695654,1.1,1.8,1.4,1.2,0.45,0.65,1,0,3.0,0.21867902977834547
2014-09-06,Mexico,Chile,mexico,chile,Friendly,0,0,1846.4338474020738,1891.9944357353231,-45.56058833324937,3738.4282831373966,-147.850160480084,-3.565217391304344,3.0,-7.375,-3.75,-9.0,0.0,2.1,1.8,0.9,1.1,0.65,0.6,0,1,1.0,0.12660364881904212
2014-09-06,Ivory Coast,Sierra Leone,cote d'ivoire,sierra leone,African Cup of Nations qualification,2,1,1797.9130133524852,1476.8017825685154,321.11123078396986,3274.7147959210006,555.5650085112914,13.396739130434781,11.599999999999994,15.25,10.458333333333329,8.875,0.30434782608695654,1.5,1.6,1.7,1.2,0.45,0.6,1,0,3.0,0.21867902977834547
2014-09-06,Ghana,Uganda,ghana,uganda,African Cup of Nations qualification,1,1,1744.1882859605,1584.7076137217803,159.48067223871976,3328.8958996822803,436.8534358435934,10.534161490683232,10.833333333333329,13.5,9.150000000000006,2.80952380952381,0.6956521739130435,1.7,1.0,1.4,0.8,0.35,0.6,1,0,3.0,0.21867902977834547
2014-09-06,Gabon,Angola,gabon,angola,African Cup of Nations qualification,1,0,1538.8717221199433,1567.9841571000934,-29.112434980150056,3106.8558792200365,-1.885007589269435,-0.045454545454546746,9.166666666666671,-1.125,-8.0,-1.5454545454545467,-0.4782608695652174,0.6,1.4,0.9,1.0,0.3,0.55,1,0,3.0,0.21867902977834547
2014-09-06,DR Congo,Cameroon,congo dr,cameroon,African Cup of Nations qualification,0,2,1536.9878514488005,1669.393208304798,-132.40535685599752,3206.3810597535985,-55.89457286442189,-1.3478260869565162,0.8333333333333286,-3.0,-0.375,-3.3333333333333286,0.0,0.9,1.2,0.8,1.9,0.4,0.4,1,0,3.0,0.21867902977834547
2014-09-06,Burkina Faso,Lesotho,burkina faso,lesotho,African Cup of Nations qualification,2,0,1580.1762652390178,1351.6250527625732,228.55121247644456,2931.801318001591,-97.46490931376843,-2.3502415458937236,-3.6666666666666714,-5.375,0.9940476190476346,-1.4090909090909065,0.30434782608695654,1.0,0.8,1.5,0.9,0.4,0.4,1,0,3.0,0.21867902977834547
2014-09-06,Niger,Cape Verde,niger,cabo verde,African Cup of Nations qualification,1,3,1427.667343252589,1540.540418138691,-112.8730748861019,2968.2077613912797,9.015253687809945,0.21739130434782794,-0.8333333333333286,0.375,0.5,-5.0,-0.9565217391304348,0.8,1.2,1.8,1.2,0.3,0.55,1,0,3.0,0.21867902977834547
2014-09-07,Hungary,Northern Ireland,hungary,northern ireland,UEFA Euro qualification,1,2,1651.6630668455057,1449.1047783595143,202.5582884859914,3100.76784520502,165.88066785570413,4.0,1.1666666666666572,4.0,2.0,9.666666666666671,0.0,1.7,0.6,1.7,1.4,0.6,0.25,1,0,3.0,0.2187538814051275
2014-09-07,Serbia,France,serbia,france,Friendly,1,1,1731.169568133613,1898.944086923425,-167.77451878981196,3630.113655057038,-306.5186253855402,-7.391304347826093,-11.333333333333329,-5.875,-9.5,-2.666666666666657,0.0,1.7,2.6,0.9,0.4,0.6,0.8,1,0,1.0,0.12664698397138963
2014-09-07,Puerto Rico,Grenada,puerto rico,grenada,CFU Caribbean Cup qualification,2,2,1309.0155475961728,1347.6135845168915,-38.59803692071864,2656.6291321130643,218.78446608401168,5.2757073844030415,5.142857142857146,6.0,5.624999999999993,5.051948051948052,0.3913043478260869,2.0,1.5,1.9,1.9,0.3,0.35,1,0,3.0,0.2187538814051275
2014-09-07,Portugal,Albania,portugal,albania,UEFA Euro qualification,0,1,1876.5914158837666,1511.3302147137026,365.26120117006394,3387.921630597469,434.5352277524421,10.478260869565219,10.333333333333329,11.75,8.75,9.333333333333343,0.0,2.2,0.9,1.1,0.7,0.8,0.4,1,0,3.0,0.2187538814051275
2014-09-07,Paraguay,United Arab Emirates,paraguay,united arab emirates,Friendly,0,0,1725.5802085613068,1682.7668727341509,42.813335827155925,3408.3470812954574,341.3175046204867,8.230434782608697,13.5,8.625,1.0,6.333333333333329,0.5652173913043479,1.7,2.5,2.0,0.6,0.4,0.75,0,1,1.0,0.12664698397138963
2014-09-07,Morocco,Libya,morocco,libya,Friendly,3,0,1583.5517614961736,1595.0257398986807,-11.4739784025071,3178.577501394854,215.16405468239896,5.188405797101453,4.833333333333343,3.875,6.25,-2.3333333333333286,0.8695652173913043,0.9,0.6,1.3,0.8,0.4,0.5,1,0,1.0,0.12664698397138963
2014-09-07,Mali,Malawi,mali,malawi,African Cup of Nations qualification,2,0,1590.965668190672,1445.982212133268,144.98345605740406,3036.94788032394,497.64200356711217,12.0,11.0,13.375,11.125,5.0,0.9565217391304348,1.0,0.6,1.5,1.3,0.25,0.3,1,0,3.0,0.2187538814051275
2014-09-07,Kosovo,Oman,kosovo,oman,Friendly,1,0,1501.1247204158842,1659.8963743371926,-158.77165392130837,3161.021094753077,136.93168656929197,3.3019323671497602,4.0,2.375,1.3333333333333428,-2.9090909090909065,0.30434782608695654,2.25,0.6,2.5,0.3,0.375,0.65,1,0,1.0,0.12664698397138963
2014-09-07,Greece,Romania,greece,romania,UEFA Euro qualification,0,1,1789.9056531651713,1713.601221709798,76.30443145537333,3503.506874874969,117.19829794153043,2.826086956521749,3.6666666666666714,1.5,4.125,3.333333333333343,0.0,0.9,1.4,1.0,0.9,0.55,0.55,1,0,3.0,0.2187538814051275
2014-09-07,Gibraltar,Poland,gibraltar,poland,UEFA Euro qualification,0,7,1592.8057024490633,1670.9297335465722,-78.1240310975088,3263.7354359956353,-851.5020654040729,-24.956521739130437,-23.66666666666667,-23.5,-22.375,-28.66666666666667,-0.9565217391304348,2.4,1.1,1.4,0.8,0.6,0.5,0,1,3.0,0.2187538814051275
2014-09-07,Germany,Scotland,germany,scotland,UEFA Euro qualification,2,1,2059.11145007937,1686.4228068855955,372.6886431937746,3745.5342569649656,328.15523423628383,7.91304347826086,5.833333333333329,7.0,8.25,14.666666666666657,0.0,2.8,1.1,1.1,1.0,0.8,0.6,1,0,3.0,0.2187538814051275
2014-09-07,Georgia,Republic of Ireland,georgia,republic of ireland,UEFA Euro qualification,1,2,1500.8215014645766,1695.8401933557925,-195.0186918912159,3196.661694820369,-91.95558761566213,-2.217391304347828,1.3333333333333428,-1.5,-5.625,-5.333333333333343,0.0,0.6,1.2,1.4,1.4,0.25,0.45,1,0,3.0,0.2187538814051275
2014-09-07,French Guiana,Curaçao,french guiana,curacao,CFU Caribbean Cup qualification,0,0,1466.0394394757443,1308.1649480415692,157.87449143417507,2774.2043875173135,188.6692257887796,4.549516908212567,12.0,5.0,3.791666666666657,4.325757575757578,0.17391304347826086,2.0,2.0,1.0,2.4,0.5,0.35,0,1,3.0,0.2187538814051275
2014-09-07,Faroe Islands,Finland,faroe islands,finland,UEFA Euro qualification,1,3,1242.9454483983045,1649.6899813994846,-406.7445330011801,2892.635429797789,-395.3188742104685,-9.532608695652172,-6.5,-15.0,-3.0,-13.0,-0.8260869565217391,0.8,1.0,2.5,1.0,0.15,0.55,1,0,3.0,0.2187538814051275
2014-09-07,Dominica,Saint Lucia,dominica,saint lucia,CFU Caribbean Cup qualification,1,2,1247.250846931538,1318.1545181046467,-70.9036711731087,2565.405365036185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.1,2.0,1.0,0.25,0.55,0,1,3.0,0.2187538814051275
2014-09-07,Denmark,Armenia,denmark,armenia,UEFA Euro qualification,2,1,1725.1661971591839,1526.2353045006198,198.93089265856406,3251.4015016598037,378.4403159171793,9.125603864734288,10.666666666666671,5.25,16.375,9.444444444444443,0.6086956521739131,1.9,1.2,1.2,2.3,0.6,0.35,1,0,3.0,0.2187538814051275
2014-09-07,Costa Rica,Panama,costa rica,panama,UNCAF Cup,2,2,1776.920099123036,1702.702188836173,74.21791028686289,3479.6222879592087,-52.7802124995419,-1.2727272727272663,-4.333333333333329,0.5,-0.15000000000000568,0.0,0.04347826086956519,1.0,1.7,1.1,1.7,0.5,0.4,0,1,2.0,0.17270043268825858
2014-09-07,Burundi,Tanzania,burundi,tanzania,Friendly,2,0,1416.4284806395908,1465.4507324308681,-49.02225179127731,2881.8792130704587,96.76372291582788,2.333333333333343,-3.3333333333333286,-4.0,12.0,2.333333333333343,0.0,0.9,1.1,0.8,1.4,0.4,0.45,1,0,1.0,0.12664698397138963
2014-09-07,Bonaire,Barbados,bonaire,barbados,CFU Caribbean Cup qualification,1,4,1432.1333513985023,1389.0152245798315,43.11812681867082,2821.1485759783336,254.3303234816624,6.132850241545896,6.0,7.0,6.291666666666657,5.9090909090909065,0.6521739130434783,1.9,0.9,3.3,1.6,0.5,0.3,0,1,3.0,0.2187538814051275
2014-09-08,Uzbekistan,New Zealand,uzbekistan,new zealand,Friendly,3,1,1669.975158493026,1684.0747911081044,-14.099632615078463,3354.0499496011303,103.67541740981505,2.5,1.3333333333333286,3.5,4.625,4.166666666666671,-0.8260869565217391,1.3,1.1,0.6,1.7,0.6,0.45,1,0,1.0,0.12669033395692275
2014-09-08,Ukraine,Slovakia,ukraine,slovakia,UEFA Euro qualification,0,1,1791.8239655871732,1628.7457441066908,163.0782214804824,3420.569709693864,99.16779056591031,2.391304347826093,2.8333333333333286,2.375,1.25,2.0,0.0,2.7,1.2,0.4,0.7,0.85,0.6,1,0,3.0,0.21882875865286655
2014-09-08,Switzerland,England,switzerland,england,UEFA Euro qualification,0,2,1793.608267064868,1854.5378938775382,-60.92962681267022,3648.146160942406,-225.38134219525023,-5.434782608695656,-10.166666666666671,-5.625,-5.125,1.3333333333333286,0.0,1.6,0.9,1.2,0.9,0.65,0.45,1,0,3.0,0.21882875865286655
2014-09-08,Spain,North Macedonia,spain,north macedonia,UEFA Euro qualification,5,1,1987.7715549271052,1527.2997853056022,460.471769621503,3515.0713402327074,708.0686308214072,17.074168797953973,17.16666666666667,17.66666666666667,15.75,14.0,0.26086956521739135,1.3,0.8,1.0,1.4,0.6,0.4,1,0,3.0,0.21882875865286655
2014-09-08,San Marino,Lithuania,san marino,lithuania,UEFA Euro qualification,0,2,1046.0373256986966,1460.2351838003606,-414.197858101664,2506.2725094990574,218.78446608401168,5.2757073844030415,5.142857142857146,2.0,8.958333333333321,2.9090909090909065,0.3913043478260869,0.1,1.0,5.0,0.9,0.0,0.45,1,0,3.0,0.21882875865286655
2014-09-08,Russia,Liechtenstein,russia,liechtenstein,UEFA Euro qualification,4,0,1780.891303132187,1205.760349571767,575.13095356042,2986.651652703954,541.7040559662836,13.0625,11.666666666666671,16.799999999999997,11.333333333333329,16.0,0.6521739130434783,1.5,0.5,0.6,2.6,0.7,0.05,1,0,3.0,0.21882875865286655
2014-09-08,Montenegro,Moldova,montenegro,moldova,UEFA Euro qualification,2,0,1596.5058957352455,1447.4655849147316,149.04031082051392,3043.971480649977,152.84718680989886,3.6857142857142904,1.6666666666666714,2.06666666666667,5.024999999999999,3.0,0.6956521739130435,1.1,1.6,1.9,1.1,0.4,0.4,1,0,3.0,0.21882875865286655
2014-09-08,Luxembourg,Belarus,luxembourg,belarus,UEFA Euro qualification,1,1,1236.277813682085,1598.8510308448363,-362.57321716275123,2835.128844526921,-17.772928698825353,-0.4285714285714306,-0.4285714285714306,2.5,-2.214285714285708,-0.1666666666666714,0.5217391304347827,1.0,2.0,2.5,1.3,0.35,0.5,1,0,3.0,0.21882875865286655
2014-09-08,South Korea,Uruguay,korea republic,uruguay,Friendly,0,1,1695.752267825417,1870.5217446633221,-174.76947683790513,3566.274012488739,-196.53253039425817,-4.739130434782609,-1.1666666666666714,-6.875,-6.25,-1.6666666666666714,0.0,0.9,1.5,1.8,0.7,0.35,0.7,1,0,1.0,0.12669033395692275
2014-09-08,Estonia,Slovenia,estonia,slovenia,UEFA Euro qualification,1,0,1494.4327676701016,1612.5053850862373,-118.0726174161357,3106.938152756339,-244.95732163163757,-5.906832298136649,-4.761904761904759,-7.5,-3.4583333333333286,-8.5,-0.6956521739130435,1.0,1.1,1.0,1.1,0.5,0.5,1,0,3.0,0.21882875865286655
2014-09-08,Austria,Sweden,austria,sweden,UEFA Euro qualification,1,1,1646.3608567290128,1772.304218785275,-125.94336205626223,3418.6650755142878,-14.424405900495685,-0.3478260869565162,-7.166666666666657,0.125,3.25,-0.6666666666666714,0.0,1.2,1.4,1.1,1.6,0.6,0.4,1,0,3.0,0.21882875865286655
2014-09-08,Australia,Saudi Arabia,australia,saudi arabia,Friendly,3,2,1723.918015336181,1590.57297951054,133.34503582564093,3314.490994846721,-19.83355811318188,-0.4782608695652186,3.666666666666657,-1.0,-0.625,1.6666666666666714,0.0,1.1,0.7,2.3,1.5,0.25,0.4,0,1,1.0,0.12669033395692275
2014-09-09,Singapore,Hong Kong,singapore,hong kong,Friendly,0,0,1413.8817554488198,1354.8991176305992,58.98263781822061,2768.780873079419,384.6651339397156,9.275707384403042,14.0,10.142857142857146,7.49166666666666,9.051948051948052,0.3913043478260869,0.9,0.4,2.1,1.7,0.4,0.3,1,0,1.0,0.12673369878071883
2014-09-09,Qatar,Peru,qatar,peru,Friendly,0,2,1601.9559466521507,1686.6411168593695,-84.68517020721879,3288.59706351152,-106.27982403073793,-2.562801932367151,-2.5,-1.375,-2.583333333333343,-2.0909090909090935,-0.30434782608695654,1.4,1.0,0.4,2.0,0.75,0.3,1,0,1.0,0.12673369878071883
2014-09-09,Norway,Italy,norway,italy,UEFA Euro qualification,0,2,1638.3419745173608,1834.4122677592095,-196.07029324184873,3472.75424227657,-256.03320473380427,-6.173913043478265,-1.6666666666666714,-5.0,-8.75,-13.0,0.0,0.7,1.0,1.6,1.0,0.3,0.45,1,0,3.0,0.21890366153033247
2014-09-09,Mexico,Bolivia,mexico,bolivia,Friendly,1,0,1847.6073338654828,1577.1958015319021,270.4115323335807,3424.8031353973847,140.63795752983629,3.391304347826093,14.166666666666671,-0.5,3.875,-5.333333333333329,0.0,1.6,0.8,0.8,2.1,0.6,0.25,0,1,1.0,0.12673369878071883
2014-09-09,Kuwait,Bahrain,kuwait,bahrain,Friendly,0,1,1601.2241106779384,1568.8650218111059,32.35908886683251,3170.0891324890445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.6,1.7,0.3,0.45,0.6,1,0,1.0,0.12673369878071883
2014-09-09,Kazakhstan,Latvia,kazakhstan,latvia,UEFA Euro qualification,0,0,1406.7276570260933,1480.6275758053648,-73.8999187792715,2887.355232831458,197.30884390626397,4.757850241545896,6.0,16.0,1.2916666666666572,4.5340909090909065,0.34782608695652173,1.6,0.9,1.4,1.2,0.5,0.45,1,0,3.0,0.21890366153033247
2014-09-09,Japan,Venezuela,japan,venezuela,Friendly,2,2,1768.9434046452236,1678.9707974597725,89.97260718545112,3447.914202104996,243.41184957087057,5.869565217391312,2.5,8.0,5.5,0.3333333333333286,0.0,1.9,1.1,1.8,1.7,0.6,0.45,1,0,1.0,0.12673369878071883
2014-09-09,Indonesia,Yemen,indonesia,yemen,Friendly,0,0,1417.7525001655035,1324.1850533121815,93.56744685332205,2741.937553477685,-44.01733387889476,-1.0614216701173262,-7.0,-5.666666666666671,0.1369047619047734,6.0909090909090935,-0.08695652173913038,1.4,0.7,0.8,2.3,0.5,0.15,1,0,1.0,0.12673369878071883
